# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Pmea_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Pmea_lncRNA_counts_matrix.txt" "RNA-POC-47.sorted.bam" "RNA-POC-48.sorted.bam" "RNA-POC-50.sorted.bam" "RNA-POC-53.sorted.bam" "RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POC-47.sorted.bam	RNA-POC-48.sorted.bam	RNA-POC-50.sorted.bam	RNA-POC-53.sorted.bam	RNA-POC-57.sorted.bam
lncRNA_264	Pocillopora_meandrina_HIv1___Sc0000000	17566989	17572287	+	5299	280	135	755	1458	751
lncRNA_265	Pocillopora_meandrina_HIv1___Sc0000000	18599616	18603130	+	3515	0	0	0	0	0
lncRNA_266	Pocillopora_meandrina_HIv1___Sc0000000	18599616	18603130	+	3515	0	0	0	0	0
lncRNA_267	Pocillopora_meandrina_HIv1___Sc0000000	18599616	18603130	+	3515	0	0	0	0	0
lncRNA_268	Pocillopora_meandrina_HIv1___Sc0000000	18599616	18603130	+	3515	0	0	0	0	0
lncRNA_269	Pocillopora_meandrina_HIv1___Sc0000000	18601307	18603130	+	1824	0	0	0	0	0
lncRNA_270	Pocillopora_meandrina_HIv1___Sc0000000	18601467	18603130	+	1664	0	0	0	0	0
lncRNA_271	Pocillopora_meandrina_HIv1___Sc0000000	18601467	18603130	+	1664	0	0	0	0	0
lncRNA_272	Pocillopora_meandrina_HIv1___Sc0000000	18945744	18950393	+	4650	30	19	54	67	57
lncRNA_273	Pocillopora_meandrina_HIv1___Sc0000000	18956938	18960425	+	3488	59	94	86	11	53
lncRNA_274	Pocillopora_meandrina_HIv1___Sc0000000	19390759	19393137	+	2379	38	112	4	113	4
lncRNA_275	Pocillopora_meandrina_HIv1___Sc0000000	19399403	19471323	+	71921	208	82	88	63	215
lncRNA_276	Pocillopora_meandrina_HIv1___Sc0000000	19399439	19401982	+	2544	0	0	0	0	0
lncRNA_277	Pocillopora_meandrina_HIv1___Sc0000000	19414621	19416281	+	1661	0	0	0	0	0
lncRNA_278	Pocillopora_meandrina_HIv1___Sc0000000	19420109	19421769	+	1661	0	0	0	0	0
lncRNA_279	Pocillopora_meandrina_HIv1___Sc0000000	19491257	19491737	+	481	0	0	15	0	0
lncRNA_280	Pocillopora_meandrina_HIv1___Sc0000000	19504038	19546397	+	42360	150	105	17	27	91
lncRNA_281	Pocillopora_meandrina_HIv1___Sc0000000	19513158	19514039	+	882	0	0	0	0	0
lncRNA_282	Pocillopora_meandrina_HIv1___Sc0000000	19522274	19533178	+	10905	0	0	0	0	0
lncRNA_283	Pocillopora_meandrina_HIv1___Sc0000000	19543880	19545280	+	1401	0	0	0	0	0
lncRNA_284	Pocillopora_meandrina_HIv1___Sc0000000	19554563	19555463	+	901	21	26	25	61	11
lncRNA_285	Pocillopora_meandrina_HIv1___Sc0000000	19614595	19616106	+	1512	0	0	0	0	0
lncRNA_286	Pocillopora_meandrina_HIv1___Sc0000000	19614613	19625994	+	11382	0	0	0	0	0
lncRNA_287	Pocillopora_meandrina_HIv1___Sc0000000	19616624	19627544	+	10921	6	5	0	0	27
lncRNA_288	Pocillopora_meandrina_HIv1___Sc0000000	19616844	19617868	+	1025	0	0	0	0	0
lncRNA_289	Pocillopora_meandrina_HIv1___Sc0000000	19619384	19621017	+	1634	0	0	0	0	0
lncRNA_290	Pocillopora_meandrina_HIv1___Sc0000000	19627614	19627823	+	210	6	2	0	0	10
lncRNA_291	Pocillopora_meandrina_HIv1___Sc0000000	19629260	19629552	+	293	10	19	0	0	5
lncRNA_292	Pocillopora_meandrina_HIv1___Sc0000000	19644726	19644972	+	247	0	20	4	0	30
lncRNA_293	Pocillopora_meandrina_HIv1___Sc0000000	19648888	19650121	+	1234	0	0	0	0	0
lncRNA_294	Pocillopora_meandrina_HIv1___Sc0000000	19648946	19652357	+	3412	5	4	11	0	0
lncRNA_295	Pocillopora_meandrina_HIv1___Sc0000000	19667165	19672473	+	5309	0	0	0	0	0
lncRNA_296	Pocillopora_meandrina_HIv1___Sc0000000	19672101	19676752	+	4652	6	0	25	2	9
lncRNA_297	Pocillopora_meandrina_HIv1___Sc0000000	19673066	19679534	+	6469	2	4	22	11	48
lncRNA_298	Pocillopora_meandrina_HIv1___Sc0000000	20913132	20914290	+	1159	33	21	40	30	82
lncRNA_299	Pocillopora_meandrina_HIv1___Sc0000000	21091993	21092792	+	800	180	171	259	172	478
lncRNA_300	Pocillopora_meandrina_HIv1___Sc0000000	21472257	21472773	+	517	13	9	45	21	29
lncRNA_301	Pocillopora_meandrina_HIv1___Sc0000000	122574	123665	+	1092	2077	803	1779	1126	646
lncRNA_302	Pocillopora_meandrina_HIv1___Sc0000000	182910	183240	+	331	1	22	38	0	0
lncRNA_303	Pocillopora_meandrina_HIv1___Sc0000000	193556	193760	+	205	0	5	0	31	6
lncRNA_304	Pocillopora_meandrina_HIv1___Sc0000000	844037	844372	+	336	0	9	16	26	0
lncRNA_305	Pocillopora_meandrina_HIv1___Sc0000000	847725	848024	+	300	0	4	0	29	4
lncRNA_306	Pocillopora_meandrina_HIv1___Sc0000000	982999	984515	+	1517	2835	2097	2756	2986	2688
lncRNA_307	Pocillopora_meandrina_HIv1___Sc0000000	987360	989527	+	2168	28	12	22	6	26
lncRNA_308	Pocillopora_meandrina_HIv1___Sc0000000	1051681	1052114	+	434	0	13	23	50	2
lncRNA_309	Pocillopora_meandrina_HIv1___Sc0000000	1132354	1132838	+	485	0	0	45	0	0
lncRNA_310	Pocillopora_meandrina_HIv1___Sc0000000	1268437	1268882	+	446	11	26	42	50	0
lncRNA_311	Pocillopora_meandrina_HIv1___Sc0000000	1532248	1532496	+	249	0	8	6	13	9
lncRNA_312	Pocillopora_meandrina_HIv1___Sc0000000	1636361	1636669	+	309	0	12	0	34	0
lncRNA_313	Pocillopora_meandrina_HIv1___Sc0000000	1719720	1719921	+	202	6	8	5	1	10
lncRNA_314	Pocillopora_meandrina_HIv1___Sc0000000	1765820	1766056	+	237	1	20	6	6	1
lncRNA_315	Pocillopora_meandrina_HIv1___Sc0000000	1853163	1853892	+	730	8	7	0	0	64
lncRNA_316	Pocillopora_meandrina_HIv1___Sc0000000	2313230	2313443	+	214	1	11	2	38	0
lncRNA_317	Pocillopora_meandrina_HIv1___Sc0000000	2334957	2336085	+	1129	2	19	104	28	27
lncRNA_318	Pocillopora_meandrina_HIv1___Sc0000000	2374692	2375038	+	347	0	0	32	22	0
lncRNA_319	Pocillopora_meandrina_HIv1___Sc0000000	2400243	2400643	+	401	2	40	45	37	0
lncRNA_320	Pocillopora_meandrina_HIv1___Sc0000000	2548296	2548577	+	282	0	20	0	2	0
lncRNA_321	Pocillopora_meandrina_HIv1___Sc0000000	2842172	2842457	+	286	1	0	0	1	28
lncRNA_322	Pocillopora_meandrina_HIv1___Sc0000000	2887423	2888078	+	656	8	52	173	10	54
lncRNA_323	Pocillopora_meandrina_HIv1___Sc0000000	2901998	2902594	+	597	20	0	52	3	0
lncRNA_324	Pocillopora_meandrina_HIv1___Sc0000000	2915437	2916161	+	725	31	32	46	87	38
lncRNA_325	Pocillopora_meandrina_HIv1___Sc0000000	2959015	2959558	+	544	0	4	1	0	7
lncRNA_326	Pocillopora_meandrina_HIv1___Sc0000000	2985430	2986781	+	1352	36	214	20	139	59
lncRNA_327	Pocillopora_meandrina_HIv1___Sc0000000	2998606	2998862	+	257	0	3	0	19	0
lncRNA_328	Pocillopora_meandrina_HIv1___Sc0000000	3001783	3002081	+	299	0	28	0	0	0
lncRNA_329	Pocillopora_meandrina_HIv1___Sc0000000	3023247	3023499	+	253	0	0	0	0	41
lncRNA_330	Pocillopora_meandrina_HIv1___Sc0000000	3215634	3215863	+	230	4	7	12	31	0
lncRNA_331	Pocillopora_meandrina_HIv1___Sc0000000	3342306	3342936	+	631	4	16	8	54	20
lncRNA_332	Pocillopora_meandrina_HIv1___Sc0000000	3371004	3371336	+	333	2	5	0	49	42
lncRNA_333	Pocillopora_meandrina_HIv1___Sc0000000	3371695	3372613	+	919	0	16	57	90	16
lncRNA_334	Pocillopora_meandrina_HIv1___Sc0000000	3389642	3390171	+	530	0	4	67	16	0
lncRNA_335	Pocillopora_meandrina_HIv1___Sc0000000	3442793	3442998	+	206	4	0	16	0	0
lncRNA_336	Pocillopora_meandrina_HIv1___Sc0000000	3602186	3602801	+	616	0	25	43	0	26
lncRNA_337	Pocillopora_meandrina_HIv1___Sc0000000	3603625	3604057	+	433	40	0	49	1	23
lncRNA_338	Pocillopora_meandrina_HIv1___Sc0000000	3606187	3606437	+	251	0	0	0	22	0
lncRNA_339	Pocillopora_meandrina_HIv1___Sc0000000	3614745	3615474	+	730	11	54	41	13	1
lncRNA_340	Pocillopora_meandrina_HIv1___Sc0000000	3619013	3619221	+	209	0	0	0	0	16
lncRNA_341	Pocillopora_meandrina_HIv1___Sc0000000	3642784	3643454	+	671	14	4	53	38	0
lncRNA_342	Pocillopora_meandrina_HIv1___Sc0000000	3781754	3782308	+	555	6	0	27	12	2
lncRNA_343	Pocillopora_meandrina_HIv1___Sc0000000	3821345	3821655	+	311	2	39	25	26	1
lncRNA_344	Pocillopora_meandrina_HIv1___Sc0000000	3822704	3822951	+	248	0	0	19	14	0
lncRNA_345	Pocillopora_meandrina_HIv1___Sc0000000	3939484	3939779	+	296	0	0	30	8	0
lncRNA_346	Pocillopora_meandrina_HIv1___Sc0000000	3971483	3972490	+	1008	6	22	12	12	30
lncRNA_347	Pocillopora_meandrina_HIv1___Sc0000000	4014738	4015075	+	338	9	33	14	4	0
lncRNA_348	Pocillopora_meandrina_HIv1___Sc0000000	4015438	4015691	+	254	4	17	28	16	18
lncRNA_349	Pocillopora_meandrina_HIv1___Sc0000000	4016489	4017991	+	1503	31	39	44	73	120
lncRNA_350	Pocillopora_meandrina_HIv1___Sc0000000	4040047	4044146	+	4100	485	244	535	631	569
lncRNA_351	Pocillopora_meandrina_HIv1___Sc0000000	4057657	4057869	+	213	39	24	21	16	8
lncRNA_352	Pocillopora_meandrina_HIv1___Sc0000000	4275747	4275964	+	218	0	15	4	0	7
lncRNA_353	Pocillopora_meandrina_HIv1___Sc0000000	4276731	4277053	+	323	6	17	0	0	24
lncRNA_354	Pocillopora_meandrina_HIv1___Sc0000000	4317542	4317973	+	432	0	33	43	4	17
lncRNA_355	Pocillopora_meandrina_HIv1___Sc0000000	4516605	4516814	+	210	0	0	0	0	20
lncRNA_356	Pocillopora_meandrina_HIv1___Sc0000000	4520114	4520323	+	210	2	32	4	17	0
lncRNA_357	Pocillopora_meandrina_HIv1___Sc0000000	4524686	4524932	+	247	1	4	0	12	9
lncRNA_358	Pocillopora_meandrina_HIv1___Sc0000000	4549724	4549975	+	252	0	0	0	0	18
lncRNA_359	Pocillopora_meandrina_HIv1___Sc0000000	4561094	4561809	+	716	7	26	14	44	14
lncRNA_360	Pocillopora_meandrina_HIv1___Sc0000000	4677206	4677618	+	413	0	4	29	30	0
lncRNA_361	Pocillopora_meandrina_HIv1___Sc0000000	4838267	4838573	+	307	0	34	4	22	0
lncRNA_362	Pocillopora_meandrina_HIv1___Sc0000000	4840922	4841204	+	283	0	0	16	20	0
lncRNA_363	Pocillopora_meandrina_HIv1___Sc0000000	4849705	4850168	+	464	14	32	29	0	52
lncRNA_364	Pocillopora_meandrina_HIv1___Sc0000000	4881793	4882034	+	242	0	26	16	0	0
lncRNA_365	Pocillopora_meandrina_HIv1___Sc0000000	4945790	4945999	+	210	0	0	62	0	0
lncRNA_366	Pocillopora_meandrina_HIv1___Sc0000000	4983383	4983621	+	239	0	0	0	0	13
lncRNA_367	Pocillopora_meandrina_HIv1___Sc0000000	5261648	5261861	+	214	16	6	8	22	3
lncRNA_368	Pocillopora_meandrina_HIv1___Sc0000000	5268974	5269277	+	304	0	2	0	31	0
lncRNA_369	Pocillopora_meandrina_HIv1___Sc0000000	5271089	5271487	+	399	4	0	4	44	2
lncRNA_370	Pocillopora_meandrina_HIv1___Sc0000000	5271902	5272249	+	348	3	49	11	4	0
lncRNA_371	Pocillopora_meandrina_HIv1___Sc0000000	5464288	5464564	+	277	0	4	18	3	0
lncRNA_372	Pocillopora_meandrina_HIv1___Sc0000000	5508818	5509291	+	474	18	48	16	99	0
lncRNA_373	Pocillopora_meandrina_HIv1___Sc0000000	5612966	5613840	+	875	0	27	94	96	0
lncRNA_374	Pocillopora_meandrina_HIv1___Sc0000000	5727273	5727785	+	513	6	15	52	34	21
lncRNA_375	Pocillopora_meandrina_HIv1___Sc0000000	5821284	5821789	+	506	1	0	54	0	0
lncRNA_376	Pocillopora_meandrina_HIv1___Sc0000000	5832139	5832642	+	504	0	9	24	40	0
lncRNA_377	Pocillopora_meandrina_HIv1___Sc0000000	5833271	5833487	+	217	0	0	49	0	0
lncRNA_378	Pocillopora_meandrina_HIv1___Sc0000000	5833714	5834472	+	759	0	20	28	61	5
lncRNA_379	Pocillopora_meandrina_HIv1___Sc0000000	5912924	5913452	+	529	8	60	5	18	7
lncRNA_380	Pocillopora_meandrina_HIv1___Sc0000000	5999056	5999380	+	325	0	8	32	5	0
lncRNA_381	Pocillopora_meandrina_HIv1___Sc0000000	6011287	6011754	+	468	0	31	10	2	0
lncRNA_382	Pocillopora_meandrina_HIv1___Sc0000000	6052279	6052653	+	375	8	20	2	4	37
lncRNA_383	Pocillopora_meandrina_HIv1___Sc0000000	6054422	6054982	+	561	106	89	162	9	13
lncRNA_384	Pocillopora_meandrina_HIv1___Sc0000000	6071113	6071318	+	206	2	12	24	3	0
lncRNA_385	Pocillopora_meandrina_HIv1___Sc0000000	6089354	6089650	+	297	0	10	23	23	0
lncRNA_386	Pocillopora_meandrina_HIv1___Sc0000000	6169163	6169589	+	427	6	6	33	17	26
lncRNA_387	Pocillopora_meandrina_HIv1___Sc0000000	6179212	6179583	+	372	0	26	39	29	4
lncRNA_388	Pocillopora_meandrina_HIv1___Sc0000000	6227083	6227419	+	337	3	27	28	38	2
lncRNA_389	Pocillopora_meandrina_HIv1___Sc0000000	6256841	6257363	+	523	5	6	19	43	6
lncRNA_390	Pocillopora_meandrina_HIv1___Sc0000000	6322129	6322442	+	314	0	0	48	0	0
lncRNA_391	Pocillopora_meandrina_HIv1___Sc0000000	6336898	6337173	+	276	24	51	14	54	0
lncRNA_392	Pocillopora_meandrina_HIv1___Sc0000000	6607578	6608226	+	649	57	18	6	2	16
lncRNA_393	Pocillopora_meandrina_HIv1___Sc0000000	6648883	6649147	+	265	24	0	0	1	0
lncRNA_394	Pocillopora_meandrina_HIv1___Sc0000000	6650696	6650955	+	260	0	1	0	21	0
lncRNA_395	Pocillopora_meandrina_HIv1___Sc0000000	6651225	6651506	+	282	7	0	12	34	0
lncRNA_396	Pocillopora_meandrina_HIv1___Sc0000000	6660373	6660695	+	323	0	25	42	31	0
lncRNA_397	Pocillopora_meandrina_HIv1___Sc0000000	6792319	6792732	+	414	0	46	26	10	6
lncRNA_398	Pocillopora_meandrina_HIv1___Sc0000000	6799385	6799722	+	338	0	0	0	0	26
lncRNA_399	Pocillopora_meandrina_HIv1___Sc0000000	6879624	6880022	+	399	0	0	0	0	0
lncRNA_400	Pocillopora_meandrina_HIv1___Sc0000000	6882744	6883029	+	286	0	6	32	1	2
lncRNA_401	Pocillopora_meandrina_HIv1___Sc0000000	6958591	6958816	+	226	0	28	14	11	0
lncRNA_402	Pocillopora_meandrina_HIv1___Sc0000000	7028456	7028908	+	453	0	1	19	1	39
lncRNA_403	Pocillopora_meandrina_HIv1___Sc0000000	7041904	7042212	+	309	0	3	17	33	4
lncRNA_404	Pocillopora_meandrina_HIv1___Sc0000000	7132025	7132317	+	293	0	0	26	0	2
lncRNA_405	Pocillopora_meandrina_HIv1___Sc0000000	7199611	7200126	+	516	2	9	16	54	0
lncRNA_406	Pocillopora_meandrina_HIv1___Sc0000000	7257157	7257417	+	261	0	20	0	0	0
lncRNA_407	Pocillopora_meandrina_HIv1___Sc0000000	7289350	7289552	+	203	0	1	2	16	0
lncRNA_408	Pocillopora_meandrina_HIv1___Sc0000000	7722029	7722264	+	236	5	0	16	0	0
lncRNA_409	Pocillopora_meandrina_HIv1___Sc0000000	7785666	7786272	+	607	0	26	20	53	0
lncRNA_410	Pocillopora_meandrina_HIv1___Sc0000000	7819191	7819460	+	270	20	0	0	1	0
lncRNA_411	Pocillopora_meandrina_HIv1___Sc0000000	7869386	7869601	+	216	0	2	16	29	0
lncRNA_412	Pocillopora_meandrina_HIv1___Sc0000000	7884150	7884354	+	205	0	22	21	25	2
lncRNA_413	Pocillopora_meandrina_HIv1___Sc0000000	7925558	7926026	+	469	0	7	37	3	6
lncRNA_414	Pocillopora_meandrina_HIv1___Sc0000000	7998843	7999100	+	258	18	3	3	0	0
lncRNA_415	Pocillopora_meandrina_HIv1___Sc0000000	8019472	8020250	+	779	0	82	38	50	11
lncRNA_416	Pocillopora_meandrina_HIv1___Sc0000000	8052515	8052824	+	310	24	0	0	0	0
lncRNA_417	Pocillopora_meandrina_HIv1___Sc0000000	8364919	8365244	+	326	133	110	105	96	276
lncRNA_418	Pocillopora_meandrina_HIv1___Sc0000000	8637870	8638209	+	340	0	20	40	36	0
lncRNA_419	Pocillopora_meandrina_HIv1___Sc0000000	8644976	8645445	+	470	0	25	40	37	10
lncRNA_420	Pocillopora_meandrina_HIv1___Sc0000000	8658648	8658934	+	287	4	7	26	15	3
lncRNA_421	Pocillopora_meandrina_HIv1___Sc0000000	8872498	8872777	+	280	5	0	0	1	4
lncRNA_422	Pocillopora_meandrina_HIv1___Sc0000000	8906282	8906524	+	243	0	12	0	2	26
lncRNA_423	Pocillopora_meandrina_HIv1___Sc0000000	8926560	8926910	+	351	31	24	0	2	5
lncRNA_424	Pocillopora_meandrina_HIv1___Sc0000000	8985253	8985761	+	509	0	25	65	179	0
lncRNA_425	Pocillopora_meandrina_HIv1___Sc0000000	8995768	8995985	+	218	0	18	0	0	0
lncRNA_426	Pocillopora_meandrina_HIv1___Sc0000000	8998018	8998285	+	268	0	0	2	38	0
lncRNA_427	Pocillopora_meandrina_HIv1___Sc0000000	8999371	8999613	+	243	0	18	2	0	0
lncRNA_428	Pocillopora_meandrina_HIv1___Sc0000000	9000768	9001591	+	824	0	16	62	26	0
lncRNA_429	Pocillopora_meandrina_HIv1___Sc0000000	9058827	9059549	+	723	57	89	120	66	76
lncRNA_430	Pocillopora_meandrina_HIv1___Sc0000000	9293685	9293972	+	288	10	0	18	42	7
lncRNA_431	Pocillopora_meandrina_HIv1___Sc0000000	9317127	9317424	+	298	0	14	10	24	0
lncRNA_432	Pocillopora_meandrina_HIv1___Sc0000000	9445853	9446387	+	535	7	64	12	14	8
lncRNA_433	Pocillopora_meandrina_HIv1___Sc0000000	9499738	9500008	+	271	0	0	21	0	0
lncRNA_434	Pocillopora_meandrina_HIv1___Sc0000000	9598632	9598883	+	252	43	58	32	48	13
lncRNA_435	Pocillopora_meandrina_HIv1___Sc0000000	9676263	9677953	+	1691	73	47	50	127	38
lncRNA_436	Pocillopora_meandrina_HIv1___Sc0000000	9809350	9810531	+	1182	0	0	0	331	299
lncRNA_437	Pocillopora_meandrina_HIv1___Sc0000000	9811488	9812155	+	668	0	25	107	35	0
lncRNA_438	Pocillopora_meandrina_HIv1___Sc0000000	9822448	9822855	+	408	0	0	0	46	0
lncRNA_439	Pocillopora_meandrina_HIv1___Sc0000000	9825458	9825815	+	358	0	0	0	40	0
lncRNA_440	Pocillopora_meandrina_HIv1___Sc0000000	9844837	9845511	+	675	0	109	31	48	0
lncRNA_441	Pocillopora_meandrina_HIv1___Sc0000000	9900520	9902084	+	1565	278	83	93	26	7
lncRNA_442	Pocillopora_meandrina_HIv1___Sc0000000	9906184	9906664	+	481	22	0	0	4	0
lncRNA_443	Pocillopora_meandrina_HIv1___Sc0000000	10030255	10030538	+	284	168	168	52	228	197
lncRNA_444	Pocillopora_meandrina_HIv1___Sc0000000	10323943	10324153	+	211	0	0	0	18	0
lncRNA_445	Pocillopora_meandrina_HIv1___Sc0000000	10327052	10327350	+	299	0	0	0	28	0
lncRNA_446	Pocillopora_meandrina_HIv1___Sc0000000	10355570	10355798	+	229	0	9	22	6	0
lncRNA_447	Pocillopora_meandrina_HIv1___Sc0000000	10404801	10405828	+	1028	14	75	28	101	0
lncRNA_448	Pocillopora_meandrina_HIv1___Sc0000000	10409574	10409803	+	230	0	0	16	27	2
lncRNA_449	Pocillopora_meandrina_HIv1___Sc0000000	10412213	10412438	+	226	0	2	0	39	0
lncRNA_450	Pocillopora_meandrina_HIv1___Sc0000000	10733507	10734205	+	699	2	34	62	39	0
lncRNA_451	Pocillopora_meandrina_HIv1___Sc0000000	10751562	10752280	+	719	0	22	44	60	0
lncRNA_452	Pocillopora_meandrina_HIv1___Sc0000000	10809569	10809803	+	235	0	18	0	0	6
lncRNA_453	Pocillopora_meandrina_HIv1___Sc0000000	10813016	10813266	+	251	21	16	0	0	3
lncRNA_454	Pocillopora_meandrina_HIv1___Sc0000000	10816259	10816480	+	222	21	0	2	4	0
lncRNA_455	Pocillopora_meandrina_HIv1___Sc0000000	10816892	10817217	+	326	15	0	1	12	12
lncRNA_456	Pocillopora_meandrina_HIv1___Sc0000000	10856707	10856944	+	238	28	0	38	0	0
lncRNA_457	Pocillopora_meandrina_HIv1___Sc0000000	10868663	10869092	+	430	6	7	36	6	0
lncRNA_458	Pocillopora_meandrina_HIv1___Sc0000000	10971083	10971331	+	249	24	0	2	0	0
lncRNA_459	Pocillopora_meandrina_HIv1___Sc0000000	10972058	10973586	+	1529	65	183	79	249	158
lncRNA_460	Pocillopora_meandrina_HIv1___Sc0000000	11026840	11027170	+	331	36	15	35	8	0
lncRNA_461	Pocillopora_meandrina_HIv1___Sc0000000	11035953	11036240	+	288	26	1	2	7	3
lncRNA_462	Pocillopora_meandrina_HIv1___Sc0000000	11064889	11066127	+	1239	0	476	18	32	13
lncRNA_463	Pocillopora_meandrina_HIv1___Sc0000000	11078743	11079154	+	412	0	0	0	28	0
lncRNA_464	Pocillopora_meandrina_HIv1___Sc0000000	11153057	11153337	+	281	0	8	2	27	0
lncRNA_465	Pocillopora_meandrina_HIv1___Sc0000000	11154320	11154625	+	306	1	41	11	13	0
lncRNA_466	Pocillopora_meandrina_HIv1___Sc0000000	11165494	11166377	+	884	34	26	68	60	17
lncRNA_467	Pocillopora_meandrina_HIv1___Sc0000000	11178895	11179222	+	328	2	33	4	14	0
lncRNA_468	Pocillopora_meandrina_HIv1___Sc0000000	11455655	11455861	+	207	0	15	13	18	0
lncRNA_469	Pocillopora_meandrina_HIv1___Sc0000000	11571882	11572301	+	420	4	0	34	2	8
lncRNA_470	Pocillopora_meandrina_HIv1___Sc0000000	11573978	11574477	+	500	0	0	0	27	0
lncRNA_471	Pocillopora_meandrina_HIv1___Sc0000000	11576649	11577473	+	825	16	9	6	42	36
lncRNA_472	Pocillopora_meandrina_HIv1___Sc0000000	11651273	11651522	+	250	0	8	23	14	0
lncRNA_473	Pocillopora_meandrina_HIv1___Sc0000000	11794187	11794874	+	688	12	0	0	0	2
lncRNA_474	Pocillopora_meandrina_HIv1___Sc0000000	11828430	11828676	+	247	0	0	20	0	0
lncRNA_475	Pocillopora_meandrina_HIv1___Sc0000000	11911084	11911676	+	593	175	252	30	95	82
lncRNA_476	Pocillopora_meandrina_HIv1___Sc0000000	11913638	11914628	+	991	820	51	275	161	286
lncRNA_477	Pocillopora_meandrina_HIv1___Sc0000000	11943735	11943942	+	208	6	14	0	0	4
lncRNA_478	Pocillopora_meandrina_HIv1___Sc0000000	11944387	11945013	+	627	53	109	155	102	58
lncRNA_479	Pocillopora_meandrina_HIv1___Sc0000000	11945502	11945708	+	207	19	18	1	44	25
lncRNA_480	Pocillopora_meandrina_HIv1___Sc0000000	11957896	11958173	+	278	2	21	0	6	0
lncRNA_481	Pocillopora_meandrina_HIv1___Sc0000000	11998564	11998882	+	319	0	7	28	36	1
lncRNA_482	Pocillopora_meandrina_HIv1___Sc0000000	12037956	12038811	+	856	0	21	84	22	0
lncRNA_483	Pocillopora_meandrina_HIv1___Sc0000000	12074767	12075010	+	244	0	4	9	29	0
lncRNA_484	Pocillopora_meandrina_HIv1___Sc0000000	12136217	12136511	+	295	2	37	29	8	0
lncRNA_485	Pocillopora_meandrina_HIv1___Sc0000000	12149830	12150079	+	250	0	11	19	68	0
lncRNA_486	Pocillopora_meandrina_HIv1___Sc0000000	12188807	12189375	+	569	1	27	88	63	0
lncRNA_487	Pocillopora_meandrina_HIv1___Sc0000000	12194548	12194796	+	249	0	18	0	0	20
lncRNA_488	Pocillopora_meandrina_HIv1___Sc0000000	12202969	12203265	+	297	0	21	27	0	0
lncRNA_489	Pocillopora_meandrina_HIv1___Sc0000000	12284843	12285082	+	240	8	0	0	26	0
lncRNA_490	Pocillopora_meandrina_HIv1___Sc0000000	12285972	12286321	+	350	0	64	6	39	26
lncRNA_491	Pocillopora_meandrina_HIv1___Sc0000000	12336132	12336838	+	707	0	0	61	0	0
lncRNA_492	Pocillopora_meandrina_HIv1___Sc0000000	12340405	12340995	+	591	0	1	40	0	0
lncRNA_493	Pocillopora_meandrina_HIv1___Sc0000000	12639574	12639822	+	249	0	0	4	52	0
lncRNA_494	Pocillopora_meandrina_HIv1___Sc0000000	12649569	12649830	+	262	790	295	434	341	232
lncRNA_495	Pocillopora_meandrina_HIv1___Sc0000000	12650822	12651103	+	282	946	122	130	91	95
lncRNA_496	Pocillopora_meandrina_HIv1___Sc0000000	12715949	12716330	+	382	40	12	47	2	12
lncRNA_497	Pocillopora_meandrina_HIv1___Sc0000000	12728258	12728795	+	538	0	0	3	44	12
lncRNA_498	Pocillopora_meandrina_HIv1___Sc0000000	12740521	12740766	+	246	6	14	8	1	1
lncRNA_499	Pocillopora_meandrina_HIv1___Sc0000000	12763259	12763847	+	589	1	19	17	57	28
lncRNA_500	Pocillopora_meandrina_HIv1___Sc0000000	12821599	12821923	+	325	0	6	30	0	0
lncRNA_501	Pocillopora_meandrina_HIv1___Sc0000000	12841107	12841520	+	414	0	30	0	0	0
lncRNA_502	Pocillopora_meandrina_HIv1___Sc0000000	12853728	12853984	+	257	0	21	5	2	0
lncRNA_503	Pocillopora_meandrina_HIv1___Sc0000000	12860949	12861956	+	1008	13	14	40	6	4
lncRNA_504	Pocillopora_meandrina_HIv1___Sc0000000	12865676	12867082	+	1407	33	42	104	51	18
lncRNA_505	Pocillopora_meandrina_HIv1___Sc0000000	12878626	12879049	+	424	4	66	57	68	27
lncRNA_506	Pocillopora_meandrina_HIv1___Sc0000000	12971648	12972004	+	357	9	4	25	28	4
lncRNA_507	Pocillopora_meandrina_HIv1___Sc0000000	12982866	12983121	+	256	0	0	22	0	0
lncRNA_508	Pocillopora_meandrina_HIv1___Sc0000000	13259462	13259722	+	261	0	6	5	42	0
lncRNA_509	Pocillopora_meandrina_HIv1___Sc0000000	13267537	13268167	+	631	0	0	7	85	17
lncRNA_510	Pocillopora_meandrina_HIv1___Sc0000000	13308155	13308618	+	464	61	6	22	28	10
lncRNA_511	Pocillopora_meandrina_HIv1___Sc0000000	13335960	13336301	+	342	18	16	76	38	22
lncRNA_512	Pocillopora_meandrina_HIv1___Sc0000000	13416380	13416635	+	256	0	25	5	4	0
lncRNA_513	Pocillopora_meandrina_HIv1___Sc0000000	13468951	13469179	+	229	10	0	23	0	1
lncRNA_514	Pocillopora_meandrina_HIv1___Sc0000000	13524524	13524820	+	297	1	0	0	0	1
lncRNA_515	Pocillopora_meandrina_HIv1___Sc0000000	13526499	13526723	+	225	1	14	1	3	0
lncRNA_516	Pocillopora_meandrina_HIv1___Sc0000000	13528739	13529736	+	998	2	0	1	0	10
